title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
딸기충전소 수제 딸기청 5kg <b>딸기 라떼</b> 과일청 스무디 카페 대용량,https://smartstore.naver.com/main/products/10962458599,https://shopping-phinf.pstatic.net/main_8850696/88506964642.2.jpg,41000,,딸기충전소,88506964642,2,,,식품,음료,차류,기타차
수제 딸기청 유기농 설탕 카페 대용량 <b>딸기라떼</b> 국내산 딸기100% 600g,https://link.gmarket.co.kr/gate/pcs?item-no=2347840883&sub-id=1003&service-code=10000003&lcd=100000094,https://shopping-phinf.pstatic.net/main_5500392/55003920353.3.jpg,12650,,G마켓,55003920353,2,,,식품,음료,차류,기타차
이제부터 맛있게 국내산 카페 딸기청 82% <b>딸기라떼</b> 과일청 수제청 1kg  1개입  1개,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=7366264463&ctag=7366264463&lptag=P7366264463&itemId=18990222424&vendorItemId=86115447344&spec=10305199,https://shopping-phinf.pstatic.net/main_4029504/40295048485.1.jpg,14600,,쿠팡,40295048485,2,이제부터,,식품,음료,차류,기타차
엔게티 선물세트(레몬청 x 딸기라즈베리청)과일청 수제청 딸기청 답례품 선물 카페 <b>딸기라떼</b>,https://smartstore.naver.com/main/products/12111765916,https://shopping-phinf.pstatic.net/main_8965627/89656276621.1.jpg,28900,,수제 과일청 엔게티,89656276621,2,엔게티,엔게티,식품,음료,차류,기타차
(1+1)딸기청 600g <b>딸기라떼</b> 딸기에이드 수제청 과일청,https://smartstore.naver.com/main/products/4842102120,https://shopping-phinf.pstatic.net/main_8238662/82386625266.jpg,25000,,힐링에이드,82386625266,2,힐링에이드,힐링에이드,식품,음료,차류,기타차
<b>딸기</b>청 병 550g 수제청 과일청 <b>라떼</b> 카페 납품 선물세트,https://smartstore.naver.com/main/products/10663053348,https://shopping-phinf.pstatic.net/main_8820755/88207559262.3.jpg,10400,,슈퍼마마,88207559262,2,슈퍼마마,슈퍼마마,식품,음료,차류,기타차
대용량 수제청 <b>딸기</b>청 과일청 2kg (1kg+1kg) 카페납품 <b>라떼</b> 시럽 스무디 에이드,https://smartstore.naver.com/main/products/10154179661,https://shopping-phinf.pstatic.net/main_8769868/87698682923.5.jpg,21900,,진짜수제청,87698682923,2,,,식품,음료,차류,기타차
사월의<b>딸기</b> 1kg 국산 <b>딸기</b>청 <b>라떼</b> 카페 대용량 냉동,https://smartstore.naver.com/main/products/6236192019,https://shopping-phinf.pstatic.net/main_8378069/83780694508.3.jpg,15900,,제이투케이,83780694508,2,,,식품,음료,차류,기타차
1+1 카페 수제과일 생딸기 냉동딸기 <b>딸기라떼</b> 딸기청,https://smartstore.naver.com/main/products/9876378275,https://shopping-phinf.pstatic.net/main_8742088/87420880548.2.jpg,27800,,오늘의 낭만,87420880548,2,,,식품,음료,차류,기타차
오복딸기청 500g+60g 오복소점 수제딸기청 <b>딸기라떼</b> 산딸기,https://smartstore.naver.com/main/products/9319597844,https://shopping-phinf.pstatic.net/main_8686409/86864098167.6.jpg,15200,,오복소점,86864098167,2,,,식품,음료,차류,기타차
슈퍼마마 <b>딸기</b>청 파우치 1kg 시럽 <b>라떼</b> 카페 납품,https://smartstore.naver.com/main/products/5639634111,https://shopping-phinf.pstatic.net/main_8318413/83184131087.5.jpg,15900,,슈퍼마마,83184131087,2,슈퍼마마,슈퍼마마,식품,음료,차류,기타차
복음자리 진심의 딸기 1kg 딸기청 <b>딸기라떼</b> 국산딸기,https://smartstore.naver.com/main/products/8085171653,https://shopping-phinf.pstatic.net/main_8562967/85629671976.jpg,16900,,커피마켓어스,85629671976,2,복음자리,대상에프앤비,식품,음료,차류,기타차
진심의 <b>딸기라떼</b> 에이드 빙수 만들기 딸기청 1kg 복음자리,https://smartstore.naver.com/main/products/8819563248,https://shopping-phinf.pstatic.net/main_8636406/86364063571.jpg,16500,,YT 리테일,86364063571,2,,,식품,음료,차류,기타차
국산 딸기청 카페 사각 <b>딸기라떼</b>청 타먹는 국내산 파우치,https://smartstore.naver.com/main/products/12073916756,https://shopping-phinf.pstatic.net/main_8961842/89618427455.jpg,14290,,세이브마스터,89618427455,2,,,식품,음료,차류,기타차
프레슬리쿡 카페 <b>딸기 라떼</b> 스무디 딸기청 수제 과일청 1kg x 2팩,https://link.gmarket.co.kr/gate/pcs?item-no=2349957721&sub-id=1003&service-code=10000003&lcd=100000020,https://shopping-phinf.pstatic.net/main_5421698/54216989998.1.jpg,26600,,G마켓,54216989998,2,,,식품,음료,차류,기타차
복음자리 진심의 딸기청 1kg <b>딸기 라떼</b> 과일청 카페 수제청 만들기,https://smartstore.naver.com/main/products/6805735078,https://shopping-phinf.pstatic.net/main_8435023/84350235400.1.jpg,16200,,고삐,84350235400,2,복음자리,,식품,음료,차류,기타차
마법의<b>딸기</b> 프로즌 수제청 <b>딸기</b> 베이스 1kg x 5팩 <b>라떼</b> 스무디 에이드 카페재료,https://smartstore.naver.com/main/products/8906201752,https://shopping-phinf.pstatic.net/main_8645070/86450702075.jpg,69500,,커피창고,86450702075,2,마법의딸기,,식품,음료,차류,기타차
고농축 수제청 딸기청 <b>딸기라떼</b> 답례품 기업선물 연말 선물 수제과일청,https://smartstore.naver.com/main/products/5254428693,https://shopping-phinf.pstatic.net/main_8279895/82798951171.jpg,10500,,온맘담아,82798951171,2,,,식품,음료,차류,기타차
중앙 <b>딸기라떼</b> 900g 12개(1박스) 멜론 바나나 녹차라떼 국산차,https://smartstore.naver.com/main/products/419166638,https://shopping-phinf.pstatic.net/main_9925714/9925714879.4.jpg,52600,,브론스코리아,9925714879,2,,,식품,음료,차류,기타차
청키 딸기청 수제 과일청 리얼 <b>딸기라떼</b> 수제청 500ml(700g),https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=2331685343&tid=1000000061,https://shopping-phinf.pstatic.net/main_5820256/58202564258.jpg,11600,,11번가,58202564258,2,청키,,식품,음료,차류,기타차
아빠랑 유기농 딸기청/<b>딸기라떼</b>/딸기에이드  1개  500g,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8106968170&ctag=8106968170&lptag=I22949930229&itemId=22949930229&vendorItemId=89984110351&spec=10305199,https://shopping-phinf.pstatic.net/main_4884563/48845633841.11.jpg,12350,,쿠팡,48845633841,2,아빠랑,,식품,음료,차류,기타차
딸기청 사월의딸기 1kg x 3팩 <b>딸기라떼</b> 딸기스무디,https://smartstore.naver.com/main/products/6576817373,https://shopping-phinf.pstatic.net/main_8412131/84121317706.jpg,37000,,Now Good,84121317706,2,,,식품,음료,차류,기타차
<b>딸기</b>청 수제청 1kg 대용량 과일청 카페 <b>라떼</b>,https://smartstore.naver.com/main/products/10892700299,https://shopping-phinf.pstatic.net/main_8843720/88437206317.2.jpg,11900,,또또언니수제청,88437206317,2,,또또언니수제청,식품,음료,차류,기타차
(아이스박스포함) 복음자리 진심의<b>딸기</b> 1kg <b>딸기</b>청<b>라떼</b>,https://smartstore.naver.com/main/products/9879917362,https://shopping-phinf.pstatic.net/main_8742441/87424419635.1.jpg,16900,,뉴카페마켓,87424419635,2,,,식품,음료,차류,기타차
딸기청 600g 수제 <b>딸기라떼</b> 에이드 수제청 과일청,https://smartstore.naver.com/main/products/4842107339,https://shopping-phinf.pstatic.net/main_8238663/82386630485.jpg,27800,,힐링에이드,82386630485,2,힐링에이드,힐링에이드,식품,음료,차류,기타차
포유 딸기청 카페 국산 <b>딸기라떼</b> 대용량 1kg,https://smartstore.naver.com/main/products/10354159371,https://shopping-phinf.pstatic.net/main_8789866/87898663844.jpg,11400,,삼열이네,87898663844,2,4YOU,,식품,음료,차류,기타차
수제 딸기청 유기농 설탕 카페 대용량 <b>딸기라떼</b> 국내산 딸기로 만든 수제 딸기청 1100g,https://link.gmarket.co.kr/gate/pcs?item-no=2763330643&sub-id=1003&service-code=10000003&lcd=100000094,https://shopping-phinf.pstatic.net/main_5559445/55594454153.1.jpg,16290,,G마켓,55594454153,2,,,식품,음료,차류,기타차

