title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
샌드웨이퍼 요거트 30개+감귤 30개+<b>딸기</b> 30개,https://link.gmarket.co.kr/gate/pcs?item-no=3882545557&sub-id=1003&service-code=10000003&lcd=100000036,https://shopping-phinf.pstatic.net/main_5422192/54221920582.2.jpg,35900,,G마켓,54221920582,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"노브랜드 상큼한 <b>딸기</b> 아이스, 5L, 1개",https://search.shopping.naver.com/catalog/55446393091,https://shopping-phinf.pstatic.net/main_5544639/55446393091.20250623111916.jpg,14200,,네이버,55446393091,1,노브랜드,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"흥국에프엔비 일레디 젤라또 와일드 스트로베리 소르베 , 4L, 1개",https://search.shopping.naver.com/catalog/55448779784,https://shopping-phinf.pstatic.net/main_5544877/55448779784.20250623160244.jpg,46800,,네이버,55448779784,1,흥국에프엔비,흥국에프엔비,식품,과자/베이커리,아이스크림/빙수,아이스크림
라라스윗 저당 <b>딸기</b> 요거트바 아이스크림 (냉동) 1개 6개입 70ml,https://smartstore.naver.com/main/products/11598988298,https://shopping-phinf.pstatic.net/main_8914349/89143498703.jpg,11390,,SUPER SALE,89143498703,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
하겐다즈 미니컵 컬렉션 x 10,https://search.shopping.naver.com/catalog/28718283926,https://shopping-phinf.pstatic.net/main_2871828/28718283926.20250126011447.jpg,36790,,네이버,28718283926,1,하겐다즈,,식품,과자/베이커리,아이스크림/빙수,아이스크림
본젤라또<b>딸기</b>바 24개,https://smartstore.naver.com/main/products/5203285976,https://shopping-phinf.pstatic.net/main_8274780/82747807605.jpg,28000,,아이스크림365,82747807605,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"해태아이스크림 로우슈거데이 <b>딸기</b>, 90ml, 30개",https://search.shopping.naver.com/catalog/55381718827,https://shopping-phinf.pstatic.net/main_5538171/55381718827.20250701090649.jpg,48600,,네이버,55381718827,1,해태아이스크림,,식품,과자/베이커리,아이스크림/빙수,아이스크림
석빙고 후레쉬 캔디바 바닐라 <b>딸기</b> 메론 초코 팥 40개 한 박스 아이스크림 업소용 고기집,https://smartstore.naver.com/main/products/9472421156,https://shopping-phinf.pstatic.net/main_8701692/87016921479.jpg,18000,,아이스크림 천국,87016921479,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"푸딩팩토리 스크류 샤베트 사과<b>딸기</b>맛 280ml, 1개",https://search.shopping.naver.com/catalog/58246062649,https://shopping-phinf.pstatic.net/main_5824606/58246062649.20251223173647.jpg,5450,,네이버,58246062649,1,푸딩팩토리,,식품,과자/베이커리,아이스크림/빙수,아이스크림
매일유업 상하목장 유기농아이스크림 <b>딸기</b> 2개 상하아이스크림 상하우유,https://search.shopping.naver.com/catalog/42463954468,https://shopping-phinf.pstatic.net/main_4246395/42463954468.20230906131202.jpg,22700,,네이버,42463954468,1,,매일유업,식품,과자/베이커리,아이스크림/빙수,아이스크림
서울우유 아이스크림65ml 우유바10개+ <b>딸기</b>바10개 + 초코바10개 간식 디저트,https://smartstore.naver.com/main/products/12137964187,https://shopping-phinf.pstatic.net/main_8968247/89682474892.jpg,30800,,우유팡,89682474892,2,서울우유,,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 딸기퐁당빙수 1박스 12개입빙그레<b>딸기빙수</b> 딸기맛빙수 어린이딸기,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8817728836&tid=1000000061,https://shopping-phinf.pstatic.net/main_5891521/58915217982.jpg,36750,,11번가,58915217982,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
더블비얀코 13 2개 <b>딸기</b> 바닐라 컵 아이스크림,https://search.shopping.naver.com/catalog/53737729095,https://shopping-phinf.pstatic.net/main_5373772/53737729095.20250325143220.jpg,34900,,네이버,53737729095,1,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
라벨리 아이스크림 4개 프리미엄 바닐라 초코 <b>딸기</b> 4L 업소용 대용량,https://smartstore.naver.com/main/products/11066563515,https://shopping-phinf.pstatic.net/main_8861106/88611069725.1.jpg,78900,,메들리마켓,88611069725,2,라벨리,라벨리,식품,과자/베이커리,아이스크림/빙수,아이스크림
